StockCode,product_clusters,tsne_1,tsne_2,median_unit_price,mode_description
23500,2,35.97207,-59.18634,1.25,KEY RING BASEBALL BOOT ASSORTED 
23501,2,35.95552,-59.190804,1.25,KEY RING BASEBALL BOOT UNION JACK
23502,1,23.466103,53.855843,1.25,PLAYING CARDS VINTAGE DOILY 
23503,1,27.549404,48.561398,2.46,PLAYING CARDS KEEP CALM & CARRY ON
23504,1,27.284786,48.65719,1.855,PLAYING CARDS JUBILEE UNION JACK
23505,1,27.264174,36.744064,1.855,PLAYING CARDS I LOVE LONDON 
23506,1,19.99516,41.161762,0.42,MINI PLAYING CARDS SPACEBOY 
23507,1,19.99516,41.161762,0.42,MINI PLAYING CARDS BUFFALO BILL 
23508,1,55.58159,0.37678707,0.625,MINI PLAYING CARDS DOLLY GIRL 
23509,1,19.99516,41.161762,0.42,MINI PLAYING CARDS FUN FAIR 
23510,1,19.994713,41.159885,0.625,MINI PLAYING CARDS GYMKHANA
23511,1,-17.227625,-80.01002,3.105,EMBROIDERED RIBBON REEL EMILY 
23512,1,-18.09781,-80.7085,2.08,EMBROIDERED RIBBON REEL ROSIE
23513,1,-18.09782,-80.708405,2.08,EMBROIDERED RIBBON REEL SUSIE 
23514,1,-18.09781,-80.7085,2.08,EMBROIDERED RIBBON REEL SALLY 
23515,1,-17.227625,-80.01002,3.105,EMBROIDERED RIBBON REEL DAISY 
23516,1,-16.966719,-80.60509,4.77,EMBROIDERED RIBBON REEL SOPHIE  
23517,1,-17.171299,-80.83916,4.34,EMBROIDERED RIBBON REEL REBECCA 
23518,1,-17.171299,-80.83916,4.34,EMBROIDERED RIBBON REEL RACHEL 
23519,1,-17.480665,-80.93217,3.75,EMBROIDERED RIBBON REEL CLAIRE
23520,1,-17.480663,-80.93217,3.75,EMBROIDERED RIBBON REEL RUBY 
23521,1,-49.172173,-0.10203654,2.6900000000000004,WALL ART CAT AND BIRD 
23522,1,-50.050274,0.47238982,2.6900000000000004,WALL ART DOG AND BALL 
23523,1,-50.13661,0.5813381,3.52,TREASURE AHOY WALL ART
23524,1,-50.115467,0.2747636,3.29,WALL ART HORSE & PONY 
23525,1,-50.139473,0.2348573,3.29,WALL ART BUFFALO BILL 
23526,1,-50.490242,0.6647564,5.35,WALL ART DOG LICENCE 
23527,1,-50.13661,0.5813381,3.52,WALL ART ANIMALS AND NATURE 
23528,1,-50.13661,0.5813381,3.52,WALL ART SPACEBOY
23529,1,55.622402,-2.1205516,3.29,WALL ART DOLLY GIRL 
23530,1,-50.348064,0.1465863,4.95,WALL ART ONLY ONE PERSON 
23531,1,-50.104393,-1.8206536,6.25,WALL ART BIG LOVE 
23532,1,-50.25567,0.1610556,4.15,WALL ART WORK REST AND PLAY  
23533,3,-51.133587,-0.52845156,5.35,WALL ART GARDEN HAVEN 
23534,1,-51.62972,0.17325135,5.65,WALL ART STOP FOR TEA 
23535,1,-50.48206,0.66814417,5.35,WALL ART BICYCLE SAFETY
23536,1,-50.54784,0.62848693,5.95,WALL ART VILLAGE SHOW 
23537,1,-50.10419,-1.8208437,4.95,WALL ART I LOVE LONDON 
23538,4,-49.87725,1.3754963,4.95,WALL ART VINTAGE HEART
23539,1,-50.10416,-1.8206959,5.87,WALL ART LOVES' SECRET 
23540,1,-50.628387,0.5116179,6.6,WALL ART THE MAGIC FOREST 
23541,1,-50.648144,0.3222123,8.25,WALL ART CLASSIC PUDDINGS 
23542,1,-50.530857,0.18682377,7.45,WALL ART 70'S ALPHABET 
23543,1,-50.530857,0.18682377,7.45,WALL ART KEEP CALM 
23544,1,-50.62542,0.5191125,6.5649999999999995,WALL ART MID CENTURY MODERN 
23545,1,68.37375,21.814184,0.42,WRAP RED VINTAGE DOILY
23546,1,57.54026,27.646374,0.42,WRAP PAISLEY PARK 
23547,1,66.68413,23.198193,0.42,WRAP FLOWER SHOP  
23548,1,67.18253,22.118666,0.42,WRAP MAGIC FOREST 
23549,3,11.953681,2.4359171,0.42,WRAP BIRD GARDEN 
23550,1,66.8871,21.565132,0.38,WRAP ALPHABET POSTER  
23551,1,53.14029,26.636244,0.83,PACK OF 12 PAISLEY PARK TISSUES 
23552,1,-2.4127338,-33.422535,1.9700000000000002,BICYCLE PUNCTURE REPAIR KIT 
23553,1,-30.477242,-33.078682,12.5,LANDMARK FRAME CAMDEN TOWN 
23554,1,-30.477242,-33.078682,12.5,LANDMARK FRAME OXFORD STREET
23555,1,-30.477242,-33.078682,12.5,LANDMARK FRAME NOTTING HILL 
23556,3,-31.255062,-33.792847,12.5,LANDMARK FRAME COVENT GARDEN 
23557,1,-30.477242,-33.078682,12.5,LANDMARK FRAME BAKER STREET 
23558,1,-30.476786,-33.078484,12.395,LANDMARK FRAME LONDON BRIDGE 
23559,1,-3.4646885,-33.049488,2.08,WOODLAND BUNNIES LOLLY MAKERS
23560,1,-17.112494,-78.79109,2.89,SET OF 6 RIBBONS COUNTRY STYLE
23561,1,-16.67875,-78.00071,2.89,SET OF 6 RIBBONS PARTY
23562,1,-17.112494,-78.79109,2.89,SET OF 6 RIBBONS PERFECTLY PRETTY  
23564,1,35.33676,-27.970089,1.25,EGG CUP MILKMAID INGRID
23565,1,35.3384,-27.970833,1.855,EGG CUP MILKMAID HELGA 
23566,1,35.33676,-27.970089,1.25,EGG CUP MILKMAID HEIDI
23567,1,35.3384,-27.970833,1.855,EGG CUP HENRIETTA HEN PINK
23568,1,34.823975,-28.45153,1.25,EGG CUP HENRIETTA HEN CREAM 
23569,1,26.21304,19.762829,4.95,TRADTIONAL ALPHABET STAMP SET
23570,1,-7.0796,-27.772413,2.46,TRADITIONAL PICK UP STICKS GAME 
23571,1,-7.3283086,-27.257519,2.4699999999999998,TRADITIONAL NAUGHTS & CROSSES
23574,1,47.324604,19.403591,7.5,PACKING CHARGE
23575,1,20.172108,-64.15343,1.95,SNACK TRAY PAISLEY PARK
23576,1,18.12662,-63.220917,1.95,SNACK TRAY RED VINTAGE DOILY
23578,1,16.859112,-63.981754,3.04,SNACK TRAY RED GINGHAM
23579,1,18.200771,-65.10484,1.95,SNACK TRAY I LOVE LONDON
23580,1,16.859112,-63.981754,3.04,SNACK TRAY HAPPY FOREST  
23581,1,53.581573,29.417248,2.08,JUMBO BAG PAISLEY PARK
23582,1,43.326393,38.434082,2.08,VINTAGE DOILY JUMBO BAG RED 
23583,1,53.580456,29.41084,1.65,LUNCH BAG PAISLEY PARK  
23597,1,55.85705,29.523884,2.95,PAPER BUNTING PAISLEY PARK
23598,1,57.891228,-14.844069,2.95,PAPER BUNTING VINTAGE PARTY
23601,1,29.54978,62.11095,2.49,SET 10 CARDS SNOWY SNOWDROPS  17100
23602,1,30.526356,62.773846,2.91,SET 10 CARDS 3 WISE MEN 17107
23603,1,30.130453,62.31589,2.49,SET 10 CARD KRAFT REINDEER 17084
23604,1,19.437027,38.648617,1.66,SET 10 MINI SANTA & SNOWMAN  17087
23605,1,29.864485,62.889866,2.91,SET 10 CARDS 12 DAYS OF XMAS 17059
23607,1,30.145521,61.573017,1.66,SET 10 CARDS HATS & STOCKINGS 17081
23608,1,29.888226,62.89123,2.91,SET 10 CARDS RUDOLPHS NOSE 17097
23609,1,30.555393,62.75878,2.91,SET 10 CARDS SNOWY ROBIN 17099
23610,1,31.735111,57.483597,2.08,SET 10 CARDS CHRISTMAS ROBIN 17095
23611,1,29.55383,62.565067,2.49,SET 10 CARDS RED RIDING HOOD 17214
23612,1,21.411228,23.226707,1.66,SET 10 MINICARDS CUTE SNOWMAN 17071
23613,1,30.71487,62.29651,2.49,SET 10 XMAS CARDS & BADGES 17070
23614,1,65.9249,22.722324,3.33,SET 10 CARDS 12 DAYS WRAP  17058
23615,1,30.318367,61.850548,2.49,SET 10 CARDS PRINTED GRAPHIC 17219
23616,1,-2.728816,18.380856,2.49,SET 10 CARDS JINGLE BELLS 17217
23617,1,7.260888,20.934044,2.91,SET 10 CARDS SWIRLY XMAS TREE 17104
23619,1,30.578787,61.924248,2.49,SET 10 CARDS POINSETTIA 17093
23620,1,30.582087,61.934715,2.49,SET 10 CARDS PERFECT POST 17090
23621,1,30.089003,62.33003,2.49,SET 10 CARDS DAVID'S MADONNA 17074
23623,1,31.737747,57.509098,2.91,SET 10 CARD CHRISTMAS WELCOME 17112
23624,1,30.320433,61.8504,2.49,SET 10 CARD PERFECT NATIVITY 17089
23625,1,30.247702,63.26082,4.99,SET 6 CARDS SPARKLY REINDEER 17262
23626,1,7.2618737,20.933731,2.49,SET 10 CARDS DINKY TREE 17076
23627,1,30.714947,62.299873,2.49,SET 10 CARDS XMAS GRAPHIC  17218
23628,1,30.541252,62.762558,2.91,SET 10 CARDS TRIANGLE ICONS  17220
23629,1,29.539747,62.537045,2.49,SET 10 CARDS DRESSING UP 17077
23630,4,27.712975,62.327564,2.74,SET 10 CARDS HANGING BAUBLES 17080
23632,1,29.882744,61.751114,2.08,SET 10 CARDS CHEERFUL ROBIN 17065
23633,1,48.765694,-6.0409775,2.49,SET 10 CARDS WORLD CHILDREN 17067
23634,1,29.876217,62.89379,2.91,SET 10 CARDS XMAS CHOIR 17068
23635,1,31.742233,57.539585,4.16,SET 10 CARDS CHRISTMAS HOLLY  17259
23636,1,7.260888,20.934044,2.91,SET 10 CARDS WISHING TREE 17116
23637,1,29.535343,62.152565,2.49,SET 10 CARDS OUT OF ORDER 17216
23638,1,30.215137,62.8606,2.91,SET 10 CARDS ROBIN WATERPUMP  17096
23639,1,7.260231,20.934479,3.33,SET 10 CARDS MAGICAL TREE 17086
23640,1,29.54978,62.11095,2.49,SET 10 CARDS SCOTTIE DOG 17211
23643,1,31.738853,57.52007,3.33,SET 10 CARDS CHRISTMAS BAUBLE 16954
23644,1,6.3029804,20.68814,3.33,SET 10 CARDS CHRISTMAS TREE 16955
23645,1,31.736347,57.496838,2.49,SET 10 CHRISTMAS CARDS HOHOHO 16956
23646,1,-2.728816,18.380856,2.49,SET 10 CARDS JINGLE BELLS 16957
23649,1,30.712584,62.342995,2.49,SET 10 CARDS DECK THE HALLS 16960
23650,1,29.553802,62.56603,2.49,SET 10 CARDS FILIGREE BAUBLE 16961
23652,1,31.737736,57.50946,2.91,SET 10 CARD CHRISTMAS STAMPS 16963
23654,1,29.762402,61.94022,2.49,SET 10 CARD SNOWMAN 16965
23660,1,50.708,-27.188265,2.8899999999999997,HENRIETTA HEN MUG 
23661,1,50.708,-27.188265,2.8899999999999997,MILK MAIDS MUG 
23664,1,54.572502,-28.538877,1.65,FLOWER SHOP DESIGN MUG
23681,1,43.31452,38.42832,1.65,LUNCH BAG RED VINTAGE DOILY
23691,1,67.18253,22.118666,0.42,WRAP KEEP CALM BIRTHDAY
23692,1,67.18253,22.118666,0.42,WRAP A PRETTY THANK YOU
23694,1,54.62767,28.627575,0.42,PAISLEY PARK CARD
23695,1,27.181337,52.979507,0.42,DOILY THANK YOU CARD
23697,1,26.828827,52.885887,0.42,A PRETTY THANK YOU CARD
23702,1,-20.804247,-7.2745047,3.0,High Resolution Image
23843,1,27.611816,9.151798,2.08,"PAPER CRAFT , LITTLE BIRDIE"
35001G,0,-26.76475,29.95957,2.6950000000000003,HAND OPEN SHAPE GOLD
35001W,1,-21.596228,-7.857969,2.95,HAND OPEN SHAPE DECO.WHITE
35004B,1,26.726934,19.832367,5.79,SET OF 3 BLACK FLYING DUCKS
35004C,1,26.955091,-18.600853,5.050000000000001,SET OF 3 COLOURED  FLYING DUCKS
35004G,0,-26.866108,30.07892,4.65,SET OF 3 GOLD FLYING DUCKS
35004P,1,26.57471,19.97599,5.45,SET OF 3 PINK FLYING DUCKS
35095A,1,10.228915,31.843557,0.625,BLUE VICTORIAN FABRIC OVAL BOX
35095B,1,10.061559,31.59891,0.625,RED VICTORIAN FABRIC OVAL BOX
35241,1,-29.655481,-12.238061,4.95,ENAMEL BLUE RIM BISCUIT BIN
35265,1,26.824078,-16.937237,1.95,COLOURFUL FLOWER FRUIT BOWL
35271S,0,-26.46777,30.886135,0.19,GOLD PRINT PAPER BAG
35400,1,-3.9430113,-8.200164,8.45,WOODEN BOX ADVENT CALENDAR 
35443,1,8.285035,-10.308102,0.85,RASTA IN BATH W SPLIFF ASHTRAY
35471D,1,-46.26832,-51.24262,1.25,SET OF 3 BIRD LIGHT PINK FEATHER 
35591T,1,4.434289,18.755764,1.25,TURQUOISE CHRISTMAS TREE 
35597A,1,4.434289,18.755764,1.25,DUSTY PINK CHRISTMAS TREE 30CM
35597B,1,6.3679857,18.59863,1.25,BLACKCHRISTMAS TREE 30CM
35597D,1,4.3468423,18.67105,0.38,PINK/WHITE CHRISTMAS TREE 30CM
35598A,1,4.758806,18.82246,2.95,DUSTY PINK CHRISTMAS TREE 60CM
35598B,1,4.7432866,19.135971,4.79,BLACK CHRISTMAS TREE 60CM
35598C,1,4.758806,18.82246,2.95,WHITE CHRISTMAS TREE 60CM
35598D,1,4.6191,18.723495,1.855,PINK/WHITE CHRISTMAS TREE 60CM
35599B,1,4.817085,19.186966,6.58,BLACK CHRISTMAS TREE 120CM
35599D,1,4.649971,19.169315,4.37,PINK AND WHITE CHRISTMAS TREE 120CM
35607A,1,-0.50543797,9.427447,0.9099999999999999,PINK FLUFFY CHRISTMAS DECORATION
35607B,1,-0.50954306,9.419168,0.19,BLACK FEATHER CHRISTMAS DECORATION
35609A,1,-0.5043824,9.436006,2.51,PINK FEATHER CHRISTMAS DECORATION
35610A,1,8.267634,11.583846,1.88,PINK CHRISTMAS FLOCK DROPLET 
35610B,1,8.207252,11.41351,1.25,BLACK CHRISTMAS FLOCK DROPLET 
35610C,1,8.267634,11.583846,1.88,WHITE CHRISTMAS FLOCK DROPLET 
35637A,1,-26.592876,12.93015,12.54,IVORY STRING CURTAIN WITH POLE 
35637C,1,-16.62011,-19.846449,5.95,PINK STRING CURTAIN WITH POLE
35638A,1,-13.062453,-10.386498,3.95,PINK AND BLACK STRING CURTAIN
35638B,1,-29.211493,-25.26811,10.54,PINK/BLUE STRING CURTAIN 
35645,1,-20.33567,36.383175,4.25,VINTAGE BEAD PINK JEWEL BOX
35646,1,-20.345314,37.099384,2.51,VINTAGE BEAD PINK EVENING BAG
35647,1,-20.155996,36.335873,1.25,VINTAGE BEAD PINK SHADE 
35648,1,-20.162735,36.34292,2.3,VINTAGE BEAD PINK PURSE 
35649,1,-20.345438,37.100777,3.35,VINTAGE BEAD COSMETIC BAG 
35650,1,1.3418972,30.62199,4.95,VINTAGE BEAD PINK JEWEL STAND
35651,1,-20.168112,36.348106,3.36,VINTAGE BEAD PINK SCARF 
35653,1,40.084908,-42.33802,4.37,VINTAGE BEAD NOTEBOOK
35809A,1,-28.420048,-11.160985,2.46,ENAMEL PINK TEA CONTAINER
35809B,1,-28.420923,-11.158624,1.465,ENAMEL BLUE RIM TEA CONTAINER
35809a,1,-28.416534,-11.159112,4.17,ENAMEL PINK TEA CONTAINER
35810A,1,-29.658146,-12.237382,2.46,ENAMEL PINK COFFEE CONTAINER
35810B,1,-29.658146,-12.237382,2.46,ENAMEL BLUE RIM COFFEE CONTAINER
35815P,1,9.153794,-20.223892,1.24,"ACRYLIC JEWEL SNOWFLAKE, PINK"
35816P,1,18.739126,-12.643964,0.38,"ACRYLIC JEWEL ANGEL,PINK"
35817P,1,8.443506,-29.077606,1.4649999999999999,"ACRYLIC JEWEL SNOWFLAKE,PINK"
35818B,1,18.740738,-12.641813,0.38,"ACRYLIC JEWEL ICICLE, BLUE"
35818P,1,-18.318594,-5.507641,3.29,"ACRYLIC JEWEL ICICLE, PINK"
35819B,4,-9.310248,13.9456215,2.46,"ACRYLIC HANGING JEWEL,BLUE"
35819P,4,-9.307802,13.945622,0.815,"ACRYLIC HANGING JEWEL,PINK"
35832,1,-21.348465,-7.4421906,2.95,WOOLLY HAT SOCK GLOVE ADVENT STRING
35833G,0,-26.244665,30.224537,3.36,4 GOLD FLOCK CHRISTMAS BALLS
35833P,1,8.333143,11.821774,3.29,4 PINK FLOCK CHRISTMAS BALLS
35909A,1,-46.23088,-19.327267,2.95,RABBIT EASTER DECORATION
35909B,1,-47.666794,-18.592756,2.95,PINK FLOWERS RABBIT EASTER
35910A,1,-47.569927,-19.501974,1.95,MULTICOLOUR EASTER RABBIT 
35910B,1,-47.666576,-18.594646,1.95,PINK FLOWERS RABBIT EASTER
35911A,1,1.9204108,-15.306228,1.475,MULTICOLOUR RABBIT EGG WARMER
35911B,1,2.0466566,-15.166194,0.83,PINK/FLOWER RABBIT EGG WARMER 
35912B,1,-3.3117232,8.811411,1.25,WHITE/PINK CHICK DECORATION
35913B,1,-46.23139,-19.330559,2.07,WHITE/PINK CHICK EASTER DECORATION
35914,1,35.525948,-28.628128,1.475,PINK CHICK EGG WARMER + EGG CUP
35915B,1,10.127718,-20.087206,1.24,BLUE KNITTED HEN 
35915C,1,-8.169373,-27.657448,2.4699999999999998,PEACH KNITTED HEN 
35916A,4,-40.345478,-8.618651,1.24,YELLOW FELT HANGING HEART W FLOWER
35916B,4,-40.344574,-8.619323,1.63,BLUE FELT HANGING HEART WITH FLOWER
35916C,4,-40.345478,-8.618651,1.24,PINK FELT HANGING HEART W FLOWER
35920,1,-46.23048,-19.32694,3.105,FOUR RABBIT EASTER DECORATIONS
35921,4,-43.662487,-20.281588,3.105,EASTER BUNNY HANGING GARLAND
35922,1,-47.573093,-19.49471,4.95,EASTER BUNNY WREATH
35923,4,-9.39672,10.129151,1.155,CANDY HEART HANGING DECORATION
35924,4,28.355745,-36.744232,2.1,HANGING FAIRY CAKE DECORATION
35933,1,-0.50484675,9.433892,1.63,PINK STOCKING CHRISTMAS DECORATION
35953,4,3.0153408,8.237377,0.9299999999999999,FOLKART STAR CHRISTMAS DECORATIONS
35954,1,4.5939064,8.082566,0.62,SMALL FOLKART STAR CHRISTMAS DEC
35957,1,8.192883,11.355938,1.025,SMALLFOLKART BAUBLE CHRISTMAS DEC
35958,4,4.3272038,9.841376,0.85,FOLKART ZINC STAR CHRISTMAS DEC
35961,4,-13.316987,3.4727485,1.24,FOLKART ZINC HEART CHRISTMAS DEC
35964,1,3.947062,6.6601677,1.63,FOLKART CLIP ON STARS
35965,4,10.106658,-3.5109441,1.96,FOLKART HEART NAPKIN RINGS
35966,4,4.148392,20.373247,0.38,FOLKART CHRISTMAS TREE T-LIGHT HOLD
35967,4,-6.603671,32.165108,0.84,FOLK ART METAL STAR T-LIGHT HOLDER
35968,4,-6.658995,32.316124,0.38,FOLK ART METAL HEART T-LIGHT HOLDER
35970,4,-3.5269275,18.364155,2.91,ZINC FOLKART SLEIGH BELLS
35971,4,-5.2359123,10.175869,1.855,ROSE FOLKART HEART DECORATIONS
35972,4,-4.785582,9.762234,1.25,DAISY FOLKART HEART DECORATION
37327,1,51.081966,-27.92481,1.69,ASSTD MULTICOLOUR CIRCLES MUG
37330,1,46.835266,-25.046223,0.39,BIG POLKADOT MUG
37333,1,41.046143,-11.627602,4.95,"RETRO ""TEA FOR ONE"" "
37340,1,52.769516,-28.903189,1.115,MULTICOLOUR SPRING FLOWER MUG
37342,1,36.335033,-25.967346,2.46,POLKADOT COFFEE CUP & SAUCER PINK
37343,1,46.834896,-25.046022,1.65,POLKADOT MUG PINK 
37351,1,52.771324,-28.903759,0.8200000000000001,ORANGE FLOWER MUG 
37370,1,21.894901,-28.622028,1.65,RETRO COFFEE MUGS ASSORTED
37379A,1,34.70921,-25.863333,1.25,PINK CHERRY BLOSSOM CUP & SAUCER
37413,1,51.49174,-27.46572,0.8200000000000001,ICON MUG REVOLUTIONARY
37423,1,30.862843,0.8382299,0.62,WHITE WITH BLACK CATS PLATE
37444A,1,34.72222,-25.864275,4.37,YELLOW BREAKFAST CUP AND SAUCER
37444B,1,34.72003,-25.863684,2.95,BLUE BREAKFAST CUP AND SAUCER 
37444C,1,34.72003,-25.863684,2.95,PINK BREAKFAST CUP AND SAUCER 
37446,4,0.1104474,26.152336,2.37,MINI CAKE STAND WITH HANGING CAKES
37447,1,29.464754,-2.4839828,2.39,CERAMIC CAKE DESIGN SPOTTED PLATE
37448,1,29.153225,-3.167422,1.49,CERAMIC CAKE DESIGN SPOTTED MUG
37449,4,-0.6831834,26.59081,8.5,CERAMIC CAKE STAND + HANGING CAKES
37450,4,17.472569,5.899239,4.37,CERAMIC CAKE BOWL + HANGING CAKES
37461,1,51.32666,-27.798695,1.25,FUNKY MONKEY MUG
37462E,1,51.5396,-27.555193,0.625,"PET MUG, GOLDFISH"
37464,1,50.498062,-29.06885,1.25,ROBOT MUG IN DISPLAY BOX
37467,1,28.968155,-20.276775,2.06,PIG MUG IN TWO COLOUR DESIGNS
37468,1,21.89814,-28.626486,3.925,HARDMAN MUG 3 ASSORTED
37471,1,32.418346,-0.33479688,3.7399999999999998,MULTICOLOUR POLKADOT PLATE
37474,1,22.505495,-4.952721,9.95,SET/4 2 TONE EGG SHAPE MIXING BOWLS
37475,1,26.84029,-17.084864,9.95,SET/4 COLOURFUL MIXING BOWLS
37476,1,17.58569,-62.265762,9.95,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS
37479B,1,50.889645,-27.15043,2.55,CUBIC MUG FLOCK BLUE ON BROWN
37479P,1,50.889645,-27.150429,2.55,CUBIC MUG FLOCK PINK ON BROWN
37482P,1,46.828686,-25.043257,5.79,CUBIC MUG PINK POLKADOT
37487B,1,30.060698,0.039252,0.29,YELLOW/ORANGE FLOWER DESIGN PLATE
37488A,1,22.032782,-1.7407428,0.39,YELLOW PINK FLOWER DESIGN BIG BOWL
37489A,1,54.57275,-28.540508,1.17,YELLOW/PINK FLOWER DESIGN BIG MUG
37489B,1,54.57275,-28.540508,1.17,BLUE/YELLOW FLOWER DESIGN BIG MUG
37489C,1,54.57275,-28.540508,1.17,GREEN/BLUE FLOWER DESIGN BIG MUG
37489D,1,54.57275,-28.540508,1.17,PINK/GREEN FLOWER DESIGN BIG MUG
37491A,4,0.27039173,46.58119,3.325,YELLOW/PINK CERAMIC CANDLE HOLDER
37491B,4,0.27015606,46.578674,1.65,BLUE/YELLOW CERAMIC CANDLE HOLDER
37491C,4,0.27015606,46.578674,1.65,GREEN/BLUE CERAMIC CANDLE HOLDER
37491D,4,0.2703007,46.581158,2.4699999999999998,PURPLE/BLUE CERAMIC CANDLE HOLDER
37495,1,29.326317,-37.06732,5.605,FAIRY CAKE BIRTHDAY CANDLE SET
37500,1,41.880035,-9.289034,9.219999999999999,TEA TIME TEAPOT IN GIFT BOX
37501,1,41.904636,-9.523565,6.95,TEA TIME TEA SET IN GIFT BOX
37503,1,2.0543313,27.27118,10.75,TEA TIME CAKE STAND IN GIFT BOX
37509,1,50.283558,-29.650324,2.55,NEW ENGLAND MUG W GIFT BOX
40001,1,9.786034,-20.122734,1.24,WHITE BAMBOO RIBS LAMPSHADE
40003,1,10.169876,-21.312016,1.25,WHITE BAMBOO RIBS LAMPSHADE
40005B,1,-64.90412,-2.1128504,0.85,BLUE ORGANDY ROUND LAMPSHADE W BEA
40016,1,27.295925,9.4490595,4.3549999999999995,CHINESE DRAGON PAPER LANTERNS
40046A,1,27.741127,9.088723,1.25,RED DAISY PAPER LAMPSHADE
44089A,1,-52.3683,22.15632,0.42,PINK GAUZE BUTTERFLY LAMPSHADE
44089C,1,-52.3683,22.15632,0.42,LILAC GAUZE BUTTERFLY LAMPSHADE
44091A,1,18.05522,-11.940826,0.42,BLUE CRUSOE CHECK LAMPSHADE
44092B,1,10.235804,-3.5232167,0.85,BLUE WHITE PLASTIC RINGS LAMPSHADE
44092C,4,-9.307789,13.945708,0.85,PURPLE/COPPER HANGING LAMPSHADE
44228,1,-19.625177,35.508953,0.85,CANNABIS LEAF BEAD CURTAIN
44234,1,20.814823,-25.742023,0.63,ASSORTED CIRCULAR MOBILE
44235,1,18.3887,-12.056099,0.42,ASS COL CIRCLE MOBILE 
44236,1,-21.447178,-10.789611,2.72,PINK/PURPLE CIRCLE CURTAIN
44242A,1,10.5637455,-9.841398,0.79,LILAC FEATHERS CURTAIN
44242B,1,8.940415,-15.513136,1.02,PINK FEATHERS CURTAIN
44265,1,-12.554132,-13.098666,4.25,M/COLOUR POM-POM CURTAIN
45013,1,-21.587442,-7.8787923,2.95,FOLDING SHOE TIDY
46000M,1,7.0675344,-29.814938,1.55,POLYESTER FILLER PAD 45x45cm
46000P,1,-12.55162,-13.101038,4.25,POLYESTER FILLER PAD 65CMx65CM
46000R,1,8.873692,-29.024403,1.45,POLYESTER FILLER PAD 45x30cm
46000S,1,8.888423,-29.008139,1.45,POLYESTER FILLER PAD 40x40cm
46000U,1,8.968237,-20.873526,1.25,POLYESTER FILLER PAD 30CMx30CM
46115B,1,-4.8180304,-68.62288,0.19,GREEN POP ART MAO CUSHION COVER 
46118,1,-3.7262595,-67.27273,3.745,FUNKY MONKEY CUSHION COVER
46126A,1,-0.93102294,-33.493015,1.855,ELVIS WALLHANGING / CURTAIN
46138B,1,-3.998624,-67.7773,1.4,BLUE CHENILLE SHAGGY CUSHION COVER 
46775D,1,27.37103,-19.306225,10.905,SUNSET COLOUR CHUNKY KNITTED THROW
46776A,1,-3.1054726,-67.23128,4.21,WOVEN BUBBLE GUM CUSHION COVER
46776B,1,-3.1054726,-67.23128,4.21,WOVEN BERRIES CUSHION COVER 
46776C,1,-3.1054726,-67.23128,4.21,WOVEN FROST CUSHION COVER
46776D,1,-3.1054726,-67.23128,4.21,WOVEN SUNSET CUSHION COVER 
46776E,1,-3.1054726,-67.23128,4.21,WOVEN CANDY CUSHION COVER 
46776F,3,-1.4451653,-69.852585,4.21,WOVEN ROSE GARDEN CUSHION COVER 
46776a,1,-3.5859284,-67.098114,4.13,WOVEN BUBBLE GUM CUSHION COVER
46776b,1,-3.5859284,-67.098114,4.13,WOVEN BERRIES CUSHION COVER 
46776e,1,-3.5859284,-67.098114,4.13,WOVEN CANDY CUSHION COVER 
46776f,3,-1.4455428,-69.852684,4.13,WOVEN ROSE GARDEN CUSHION COVER 
47013A,1,17.285547,-33.273525,0.205,WINE BOTTLE DRESSING LT.BLUE
47013C,1,17.285528,-33.277134,0.29,WINE BOTTLE DRESSING DARK BLUE
47016,1,-46.91532,-48.944653,2.1,LIGHT DECORATION BATTERY OPERATED
47021G,0,-27.244108,30.934227,1.63,SET/6 BEAD COASTERS GAUZE BAG GOLD
47310M,1,-11.331233,20.362339,1.63,"SMALL POP BOX,FUNKY MONKEY"
47341A,1,-37.181553,1.3691291,2.5,FUSCHIA TABLE RUN FLOWER 
47341B,1,-37.314526,0.61284435,1.25,BLUE TABLE RUN FLOWER
47343A,1,-19.299654,35.45473,1.16,FUSCHIA FLOWER PURSE WITH BEADS
47344B,1,-36.582462,0.32802147,1.04,BLUE FLOWER DES PURSE
47348A,1,9.239238,-17.950226,1.17,FUSCHIA VOILE POINTY SHOE DEC
47351B,1,-21.455631,-10.506795,2.75,BLUE  VOILE LAMPSHADE
47367B,1,-17.732086,-6.003068,3.325,PAIR PADDED HANGERS PINK CHECK
47369A,1,44.39918,34.111813,4.37,PINK GREEN EMBROIDERY COSMETIC BAG
47369B,1,43.606968,34.12269,2.95,BLUE GREEN EMBROIDERY COSMETIC BAG
47420,1,26.504023,-24.60129,0.19,ASSORTED COLOUR SUCTION CUP HOOK
47421,1,25.822073,-23.636047,0.39,ASSORTED COLOUR LIZARD SUCTION HOOK
47422,1,26.60883,-24.778215,0.39,ASSORTED MONKEY SUCTION CUP HOOK
47469,1,-39.657276,-34.26083,0.535,ASSORTED SHAPES PHOTO CLIP SILVER 
47471,1,-40.252182,-35.224598,1.055,RAINBOW PEGS PHOTO CLIP STRING
47480,4,-40.711468,-34.77329,2.4699999999999998,HANGING PHOTO CLIP ROPE LADDER
47481,1,-7.087941,2.9900818,1.465,50CM METAL STRING WITH  7 CLIPS
